CaseYear,OnStreet,Serious_and_Fatal_Injuries
2012,CANAL WOODS,0
2012,CANALSIDE DRIVE,0
2012,CANARY STREET,0
2012,CANASTA ROAD,0
2012,CANDLEWOOD DRIVE,0
2012,CANDLEWOOD ROAD,0
2012,CANDY LANE,0
2012,CANE PATCH,0
2012,CANE PATCH ROAD,0
2012,CANFIELD PLACE,0
2012,CANFIELD ROAD,0
2012,CANNING STREET,0
2012,CANNOCK DRIVE,0
2012,CANTERBURY COURT,0
2012,CANTERBURY ROAD,0
2012,CANTON STREET,0
2012,CANYON TRAIL,0
2012,CAPE COD WAY,0
2012,CAPE HENRY TRAIL,0
2012,CAPEN ROAD,0
2012,CAPRI DRIVE,0
2012,CAPRON COURT,0
2012,CAPRON STREET,0
2012,CAPTIVA CROSSING,0
2012,CARACAS DRIVE,0
2012,CARACUS DRIVE,0
2012,CARAWAY LANE,0
2012,CARDIANA DRIVE,0
2012,CARDIFF PARK,0
2012,CARDILE DRIVE,0
2012,CARDINAL DRIVE,0
2012,CARDINAL LANE,0
2012,CARDOGAN SQ,0
2012,CAREFREE LANE,0
2012,CARL STREET,0
2012,CARLEE COURT,0
2012,CARLETON STREET,0
2012,CARLING ROAD,0
2012,CARLISLE STREET,0
2012,CARLSAM DRIVE,0
2012,CARLSON ROAD,0
2012,CARLTON STREET,0
2012,CARMAS DRIVE,0
2012,CARMAS ENTRANCE,0
2012,CARNEY CIRCLE,0
2012,CAROLINE STREET,0
2012,CARRIAGE COURT,0
2012,CARRIAGE HOUSE LANE,0
2012,CARRIAGE PATH COURT,0
2012,CARRIE MARIE LANE,0
2012,CARRINGTON DRIVE,0
2012,CARROLL STREET,0
2012,CARRY LANE,0
2012,CARTER DRIVE,0
2012,CARTER ROAD,0
2012,CARTER STREET,0
2012,CARTHAGE ALLEY,0
2012,CARTHAGE DRIVE,0
2012,CARTHAGE STREET,0
2012,CARVERDALE DRIVE,0
2012,CASA DRIVE,0
2012,CASCADE DRIVE,0
2012,CASCADE PLACE,0
2012,CASE TERRACE,0
2012,CASHMERE LANE,0
2012,CASPAR STREET,0
2012,CASPER STREET,0
2012,CASSANDRA COURT,0
2012,CASTLE ACRES DRIVE,0
2012,CASTLE GATE,0
2012,CASTLE PARK,0
2012,CASTLE ROAD,0
2012,CASTLE VIEW DRIVE,0
2012,CASTLEBAR ROAD,0
2012,CASTLEFORD ROAD,0
2012,CASTLEMAN ROAD,0
2012,CASTLETON ROAD,0
2012,CASTLEVIEW DRIVE,0
2012,CASTLEWOOD DRIVE,0
2012,CATALPA ROAD,0
2012,CATARACT STREET,0
2012,CATHAWAY PARK,0
2012,CATTARAGUS DRIVE,0
2012,CAVALIER ROAD NORTH,0
2012,CAVE HOLW,0
2012,CAVERSHAM WOODS,0
2012,CAVERSHAM WOODS ROAD,0
2012,CAVES PLACE,0
2012,CAYUGA STREET,0
2012,CECIL ALLEY,0
2012,CEDAR CIRCLE,0
2012,CEDAR COVE TRAIL,0
2012,CEDAR CREEK TRAIL,0
2012,CEDAR ML,0
2012,CEDAR PLACE,0
2012,CEDAR ROAD,0
2012,CEDAR RIDGE DRIVE,0
2012,CEDAR ROCK ROAD,0
2012,CEDAR STREET,0
2012,CEDAR TERRACE,0
2012,CEDARFIELD COMMONS,0
2012,CEDARGROVE DRIVE,0
2012,CEDARHURST DRIVE,0
2012,CEDARVIEW,0
2012,CEDARWOOD ROAD,0
2012,CEDARWOOD TERRACE,0
2012,CELEBRATION DRIVE,0
2012,CELIA DRIVE,0
2012,CENTENNIAL AVENUE,0
2012,CENTENNIAL DRIVE,0
2012,CENTENNIAL LANE,0
2012,CENTENNIAL STREET,0
2012,CENTER CROSSING,0
2012,CENTER LANE,0
2012,CENTER PLACE DRIVE,0
2012,CENTER STREET,0
2012,CENTERPLACE DRIVE,1
2012,CENTERWOOD DRIVE,0
2012,CENTRAL AVENUE,0
2012,CENTRAL PARK,0
2012,CENTRAL SCHOOL DRIVE,0
2012,CENTRE DRIVE,0
2012,CENTRE PARK,0
2012,CENTRE TERRACE,0
2012,CHACE STREET,0
2012,CHAD CIRCLE,0
2012,CHADBOURNE ROAD,0
2012,CHADLEE DRIVE,0
2012,CHADWELL CIRCLE,0
2012,CHADWELL ROAD,0
2012,CHADWICK MANOR,0
2012,CHALET CIRCLE,0
2012,CHALFORD ROAD,0
2012,CHAMBERLAIN ROAD,0
2012,CHAMBERLAIN STREET,0
2012,CHAMBERLIN STREET,0
2012,CHAMBERS STREET,0
2012,CHAMBORD DRIVE,0
2012,CHAMPENEY TERRACE,0
2012,CHAMPION AVENUE,0
2012,CHAMPLAIN STREET,0
2012,CHANCERY LANE,0
2012,CHANDLER STREET,0
2012,CHANNING WOOD DRIVE,0
2012,CHANNING WOODS DRIVE,0
2012,CHANTILLY LANE,0
2012,CHAPEL HILL DRIVE,0
2012,CHAPEL STREET,0
2012,CHAPIN STREET,0
2012,CHAPIN WAY,0
2012,CHAPMAN ALLEY,0
2012,CHAPPELL STREET,0
2012,CHARDONNAY DRIVE,0
2012,CHARING CROSS,0
2012,CHARING ROAD,0
2012,CHARISMA DRIVE,0
2012,CHARISSA RUN,0
2012,CHARIT WAY,0
2012,CHARLENE DRIVE,0
2012,CHARLES AVENUE,0
2012,CHARLES STREET,0
2012,CHARLESWOOD DRIVE,0
2012,CHARLOTTE STREET,0
2012,CHARLTON ROAD,0
2012,CHARMAINE ROAD,0
2012,CHARMWOOD ROAD,0
2012,CHARTER CIRCLE,0
2012,CHARTER OAKS DRIVE,0
2012,CHARTERS WAY,0
2012,CHARTWELL COURT,0
2012,CHARWOOD CIRCLE,0
2012,CHASE ROAD,0
2012,CHASE SQ,0
2012,CHATEAU SQ,0
2012,CHATEAU SQUARE,0
2012,CHATHAM GARDENS,0
2012,CHATWORTH CIRCLE SOUTH,0
2012,CHAUMONT STREET,0
2012,CHAUTAUQUA DRIVE,0
2012,CHEESE FACTORY ROAD,0
2012,CHELMSFORD LANE,0
2012,CHELMSFORD ROAD,0
2012,CHELSEA MEADOWS DRIVE,0
2012,CHELSEA ROAD,0
2012,CHELTENHAM ROAD,0
2012,CHEMICAL IMAGING LOOP,0
2012,CHEMUNG STREET,0
2012,CHENIN RUN,0
2012,CHERRY CREEK LANE,0
2012,CHERRY DRIVE,0
2012,CHERRY LAUREL CIRCLE,0
2012,CHERRY ROAD,0
2012,CHERRY RIDGE BOULEVARD,0
2012,CHERRYMEDE CRESCENT,0
2012,CHESAPEAKE LANDING,0
2012,CHESAPEAKE LNDG,0
2012,CHESBROUGH DRIVE,0
2012,CHESFIELD LOOKOUT,0
2012,CHESHIRE LANE,0
2012,CHESTER AVENUE,0
2012,CHESTER STREET,0
2012,CHESTERFIELD DRIVE,0
2012,CHESTERTON ROAD,0
2012,CHESTNUT DRIVE,0
2012,CHESTNUT HILL DRIVE,0
2012,CHESTNUT RIDGE ROAD,0
2012,CHESTNUT STREET,0
2012,CHESTNUT STREET WEST,0
2012,CHESWELL WAY,0
2012,CHEVALIN STREET,0
2012,CHEVIOT LANE,0
2012,CHI MAR DRIVE,0
2012,CHI-MAR DRIVE,0
2012,CHIGWELL LANE,0
2012,CHIGWELL LANE NORTH,0
2012,CHIGWELL LANE SOUTH,0
2012,CHILD STREET,0
2012,CHILI AVENUE,15
2012,CHILI AVENUE EXTENSION,0
2012,CHILI CENTER COLDWATER ROAD,0
2012,CHILI RIGA CENTER ROAD,0
2012,CHILI RIGA TOWNLINE ROAD,0
2012,CHILI SCOTTSVILLE ROAD,0
2012,CHILI TERRACE,0
2012,CHILI WHEATLAND TOWNLINE ROAD,0
2012,CHILTERN ROAD,0
2012,CHIMAYO ROAD,0
2012,CHIMNEY HILL ROAD,0
2012,CHIPPAWA STREET,0
2012,CHIPPENDALE ROAD,0
2012,CHIPPENHAM DRIVE,0
2012,CHIPPENHAM WAY,0
2012,CHIPPING RIDGE,0
2012,CHISWICK DRIVE,0
2012,CHIYODA DRIVE,0
2012,CHRISTIAN AVENUE,0
2012,CHRISTIAN STREET,0
2012,CHRISTINA DRIVE,0
2012,CHRISTOPHER COURT,0
2012,CHURCH ROAD,0
2012,CHURCH STREET,0
2012,CHURCHILL DRIVE,0
2012,CHURCHILL DRIVE NORTH,0
2012,CHURCHLEA PLACE,0
2012,CHURCHVIEW LANE,0
2012,CHURCHVILLE RIGA ROAD,1
2012,CHURCHVILLE-RIGA ROAD,0
2012,CIMARRON DRIVE,0
2012,CINDY LANE,0
2012,CINNABAR ROAD,0
2012,CINNAMON CIRCLE,0
2012,CIRCLE LANE,0
2012,CIRCLE STREET,0
2012,CIRCLE WOOD ROAD,0
2012,CITATION DRIVE,0
2012,CITRUS DRIVE,0
2012,CITY VIEW DRIVE,0
2012,CLAIRMONT STREET,0
2012,CLAIRMOUNT DRIVE,0
2012,CLAIRMOUNT STREET,0
2012,CLARDALE DRIVE,0
2012,CLARENCE PARK,0
2012,CLARET DRIVE,0
2012,CLARIDGE CIRCLE,0
2012,CLARIISSA STREET,0
2012,CLARISSA STREET,0
2012,CLARK AVENUE,0
2012,CLARK DRIVE,0
2012,CLARK PARK,0
2012,CLARK ROAD,0
2012,CLARK STREET,0
2012,CLARKES CROSSING,0
2012,CLARKRIDGE DRIVE,0
2012,CLARKS CROSSING,0
2012,CLARKSON HAMLIN TOWN LINE ROAD,0
2012,CLARKSON PARMA TOWN LINE ROAD,0
2012,CLARKSON PARMA TN LINE ROAD,0
2012,CLARKSON STREET,0
2012,CLAY AVENUE,0
2012,CLAY HILL,0
2012,CLAY ROAD,0
2012,CLAYBOURNE ROAD,0
2012,CLAYBROOK STREET,0
2012,CLAYTON STREET,0
2012,CLEARFIELD DRIVE,0
2012,CLEARVIEW AVENUE,0
2012,CLEARVIEW DRIVE,0
2012,CLEARVIEW ROAD,0
2012,CLEARWATER CIRCLE,0
2012,CLEMATIS STREET,0
2012,CLEON STREET,0
2012,CLEVELAND STREET,0
2012,CLEVERDALE ROAD,0
2012,CLIFF STREET,0
2012,CLIFFMOR STREET,0
2012,CLIFFORD AVENUE,6
2012,CLIFFORD STREET,0
2012,CLIFFORDALE PARK,0
2012,CLIFFPORD AVENUE,0
2012,CLIFORD AVENUE,0
2012,CLIFTON ROAD,0
2012,CLIFTON STREET,0
2012,CLINE ROAD,0
2012,CLINTON AVENUE NORTH,0
2012,CLINTON AVENUE SOUTH,0
2012,CLINTON PLACE,0
2012,CLINTON STREET,0
2012,CLINTWOOD COURT,0
2012,CLINTWOOD DRIVE,0
2012,CLIO STREET,0
2012,CLOONEY DRIVE,0
2012,CLOSE HOLLOW DRIVE,0
2012,CLOUMBIA AVENUE,0
2012,CLOVER DRIVE,0
2012,CLOVER HILLS DRIVE,0
2012,CLOVER LANE,0
2012,CLOVER PARK DRIVE,0
2012,CLOVER ROAD,0
2012,CLOVER STREET,2
2012,CLOVERCREST DRIVE,0
2012,CLOVERDALE ROAD,0
2012,CLOVERDALE STREET,0
2012,CLOVERLAND DRIVE,0
2012,CLOVERLEAF DRIVE,0
2012,CLOVERWOOD DRIVE,0
2012,CLUB DRIVE,0
2012,CLUB VIEW DRIVE,0
2012,CLYDE STREET,0
2012,COACH SIDE LANE,0
2012,COACHMAN DRIVE,0
2012,COASTAL VIEW DRIVE,0
2012,COBB TERRACE,0
2012,COBBLERS RUN,0
2012,COBBLESTONE COURT,0
2012,COBBLESTONE CROSSING,0
2012,COBBS HILL DRIVE,0
2012,COBBS LANE,0
2012,COBLESKILL DRIVE,0
2012,COBURG STREET,0
2012,CODDINGTON GROVE,0
2012,COGDELL CIRCLE,0
2012,COLBY STREET,1
2012,COLDWATER CRESCENT,0
2012,COLDWATER ROAD,0
2012,COLE AVENUE,0
2012,COLE ROAD,0
2012,COLEBOURNE ROAD,0
2012,COLEBROOK DRIVE,0
2012,COLEBURG CIRCLE,0
2012,COLEEN PARK,0
2012,COLEGATE STREET,0
2012,COLEMAN AVENUE,0
2012,COLEMAN CREEK ROAD,0
2012,COLEMAN STREET,0
2012,COLEMAN TERRACE,0
2012,COLERIDGE ROAD,0
2012,COLFAX STREET,0
2012,COLGATE STREET,0
2012,COLIMBIA AVENUE,0
2012,COLIN STREET,0
2012,COLLAMER ROAD,0
2012,COLLEEN WAY,0
2012,COLLEGE AVENUE,0
2012,COLLEGE GREENE DRIVE,0
2012,COLLEGE STREET,1
2012,COLLENTON DRIVE,0
2012,COLLINGWOOD DRIVE,0
2012,COLMAN TERRACE,0
2012,COLONIAL CIRCLE,0
2012,COLONIAL DRIVE,0
2012,COLONIAL PARKWAY,0
2012,COLONIAL ROAD,0
2012,COLONIAL VILLAGE ROAD,0
2012,COLONIST LANE,0
2012,COLONNADE DRIVE,0
2012,COLONNADE TERRACE,0
2012,COLONY DRIVE,0
2012,COLONY LANE,0
2012,COLONY MANOR DRIVE,0
2012,COLORADO DRIVE,0
2012,COLUMBIA AVENUE,0
2012,COLUMBINE CIRCLE,0
2012,COLUMBUS CIRCLE,0
2012,COLUMBUS DRIVE,0
2012,COLVIN STREET,0
2012,COLWICK ROAD,0
2012,COMFORT STREET,0
2012,COMMENCEMENT DRIVE,0
2012,COMMERCE DRIVE,0
2012,COMMERCIAL ROAD,0
2012,COMMERCIAL STREET,0
2012,COMMERCIAL STREET WEST,0
2012,COMMODORE PARKWAY,0
2012,COMMONS BOULEVARD,0
2012,COMMONS WAY,0
2012,COMMONWEALTH ROAD,0
2012,COMMUNITY MANOR DRIVE,0
2012,CONANT ROAD,0
2012,CONCORD DRIVE,0
2012,CONCORD STREET,0
2012,CONE FLOWER DRIVE,0
2012,CONEFLOWER DRIVE,0
2012,CONGRESS AVENUE,0
2012,CONGRESS STREET,0
2012,CONKEY AVENUE,0
2012,CONKLIN AVENUE,0
2012,CONNECTING ROAD,0
2012,CONNEMARA DRIVE,0
2012,CONNIES LANE,0
2012,CONNOR DRIVE,0
2012,CONRAD DRIVE,0
2012,CONSTANCE WAY EAST,0
2012,CONSTANCE WAY WEST,0
2012,CONSTITUTION CIRCLE,0
2012,CONTINENTAL DRIVE,0
2012,COOK DRIVE,0
2012,COOK ROAD,0
2012,COOK STREET,0
2012,COOLIDGE AVENUE,0
2012,COOLIDGE ROAD,0
2012,COOPER ALLEY,0
2012,COOPER ROAD,0
2012,COOPER STREET,0
2012,COPELAND STREET,0
2012,COPLEY STREET,0
2012,COPPER BEACH RUN,0
2012,COPPER BEECH RUN,0
2012,COPPER WOODS,0
2012,COPPERFIELD ROAD,0
2012,COPPERKETTLE ROAD,0
2012,COR MAR LANE,0
2012,CORAL WAY,0
2012,CORAN CIRCLE,0
2012,CORDUROY ROAD,0
2012,CORETTA SCOTT CROSSING,0
2012,CORINTHIAN STREET,0
2012,CORLEY DRIVE,0
2012,CORNELIA DRIVE,0
2012,CORNELL STREET,0
2012,CORNFLOWER DRIVE,0
2012,CORNHILL PLACE,0
2012,CORNING PARK,0
2012,CORNWALL CROSSING,0
2012,CORNWALL LANE,0
2012,CORONA ROAD,0
2012,CORONADO DRIVE,0
2012,CORPORATE PLACE,0
2012,CORPORATE WOODS,0
2012,CORRAL DRIVE,0
2012,CORRIGAN STREET,0
2012,CORWIN AVENUE,0
2012,CORWIN ROAD,0
2012,COSMAN TERRACE,0
2012,COSMOS DRIVE,0
2012,COSTAR STREET,0
2012,COSTICH ROAD,0
2012,COTTAGE BROOK LANE,0
2012,COTTAGE GROVE CIRCLE,0
2012,COTTAGE STREET,0
2012,COTTONWOOD LANE,0
2012,COUCHMAN AVENUE,0
2012,COULTON PLACE,0
2012,COUNCIL ROCK AVENUE,0
2012,COUNCIL STREET,0
2012,COUNTESS DRIVE,0
2012,COUNTRY CLUB DRIVE,0
2012,COUNTRY CLUB ROAD,0
2012,COUNTRY CORNER LANE,0
2012,COUNTRY CREEK LANE,0
2012,COUNTRY DOWNS CIRCLE,0
2012,COUNTRY GABLES CIRCLE,0
2012,COUNTRY GABLES DRIVE,0
2012,COUNTRY LANE,0
2012,COUNTRY MANOR DRIVE,0
2012,COUNTRY MANOR WAY,0
2012,COUNTRY PLACE LANE,0
2012,COUNTRY VILLAGE LANE,0
2012,COUNTRY WOODS LANE,0
2012,COUNTRYSHIRE DRIVE,0
2012,COUNTRYSIDE LANE,0
2012,COUNTRYSIDE ROAD,0
2012,COUNTY CLARE CRESCENT,0
2012,COUNTY HIGHWAY 118,0
2012,COUNTY HIGHWAY 127,0
2012,COUNTY HIGHWAY 132,0
2012,COUNTY HIGHWAY 136,0
2012,COUNTY HIGHWAY 138,0
2012,COUNTY HIGHWAY 139,0
2012,COUNTY HIGHWAY 152,0
2012,COUNTY HIGHWAY 156,0
2012,COUNTY HIGHWAY 164,0
2012,COUNTY HIGHWAY 168,0
2012,COUNTY HIGHWAY 17,0
2012,COUNTY HIGHWAY 18,0
2012,COUNTY HIGHWAY 194,0
2012,COUNTY HIGHWAY 197,0
2012,COUNTY HIGHWAY 208,0
2012,COUNTY HIGHWAY 209,0
2012,COUNTY HIGHWAY 211,0
2012,COUNTY HIGHWAY 215,0
2012,COUNTY HIGHWAY 222,0
2012,COUNTY HIGHWAY 231,0
2012,COUNTY HIGHWAY 234,0
2012,COUNTY HIGHWAY 263,0
2012,COUNTY HIGHWAY 271,0
2012,COUNTY HIGHWAY 34,0
2012,COUNTY HIGHWAY 40,0
2012,COUNTY HIGHWAY 62,0
2012,COUNTY HIGHWAY 64,0
2012,COUNTY HIGHWAY 66,0
2012,COUNTY HIGHWAY 71,0
2012,COUNTY HIGHWAY 85,0
2012,COUNTY HIGHWAY 92,0
2012,COUNTY HIGHWAY 98,0
2012,COUNTY LINE ROAD,0
2012,COUNTY ROAD 35,0
2012,COUNTY ROAD 41,0
2012,COUNTY ROAD 9,0
2012,COURT STREET,0
2012,COURTENAY CIRCLE,0
2012,COURTLY CIRCLE,0
2012,COURTNEY DRIVE,0
2012,COURTSHIRE LANE,0
2012,COVE DRIVE,0
2012,COVELL ROAD,0
2012,COVENTRY AVENUE,0
2012,COVENTRY DRIVE,0
2012,COVENTRY RIDGE,0
2012,COVERED WAGON TRAIL,0
2012,COVERLY STREET,0
2012,COVINGTON ROAD,0
2012,COX ROAD,0
2012,CRAB APPLE LANE,0
2012,CRAGG ROAD,0
2012,CRAIG HILL DRIVE,0
2012,CRAIG STREET,0
2012,CRANBERRY LANDING DRIVE,0
2012,CRANBERRY ROAD,0
2012,CRANBROOK TERRACE,0
2012,CRANBROOKE DRIVE,0
2012,CRANDON WAY,0
2012,CRANE ROAD,0
2012,CRANSTON ROAD,0
2012,CRAVENWOOD AVENUE,0
2012,CRAWFORD STREET,0
2012,CREEK HOUSE DRIVE,0
2012,CREEK MEADOW LANE,0
2012,CREEK RIDGE,0
2012,CREEK STREET,1
2012,CREEKBEND LANE,0
2012,CREEKSIDE DRIVE,0
2012,CREEKSIDE LANE,0
2012,CREEKVIEW DRIVE,0
2012,CREEKWOOD DRIVE,0
2012,CREIGHTON LANE,0
2012,CRERAND CIRCLE,0
2012,CRESCENT BEACH ROAD,0
2012,CRESCENT DRIVE,0
2012,CRESCENT HILL ROAD,0
2012,CRESCENT ROAD,0
2012,CREST HILL DRIVE,0
2012,CREST ROAD,0
2012,CREST STREET,0
2012,CREST VIEW DRIVE,0
2012,CREST WOOD CIRCLE,0
2012,CRESTFIELD DRIVE,0
2012,CRESTHILL DRIVE,0
2012,CRESTLINE ROAD,0
2012,CRESTON COURT,0
2012,CRESTVIEW DRIVE,0
2012,CRESTWAY LANE,0
2012,CRESTWOOD BOULEVARD,0
2012,CRICKET HILL DRIVE,0
2012,CRIMSON BRAMBLE ROAD,0
2012,CRITTENDEN BOULEVARD,0
2012,CRITTENDEN ROAD,0
2012,CRITTENDEN WAY,0
2012,CROCKETT DRIVE,0
2012,CROMBIE STREET,0
2012,CROMWELL DRIVE,0
2012,CROSBY LANE,0
2012,CROSMAN TERRACE,1
2012,CROSS BOW DRIVE,0
2012,CROSS GATES ROAD,0
2012,CROSS KEYS OFFICE PARK,0
2012,CROSS LANE,0
2012,CROSS RIDGE ROAD,0
2012,CROSSBOW DRIVE,0
2012,CROSSFIELD ROAD,0
2012,CROSSGATES ROAD,0
2012,CROSSMAN TERRACE,0
2012,CROSSOVER ROAD,0
2012,CROSSPOINTE LANE,0
2012,CROSSROADS LANE,0
2012,CROSSWINDS CIRCLE,0
2012,CROUCH STREET,0
2012,CROWN OAK DRIVE,0
2012,CROWNE POINTE DRIVE,0
2012,CROYDON ROAD,0
2012,CRYSTAL COMMONS DRIVE,0
2012,CRYSTAL CREEK DRIVE,0
2012,CRYSTAL SPRINGS LANE,0
2012,CRYSTAL VALLEY OVERLOOK,0
2012,CUBA PLACE,0
2012,CULDORF ALLEY,0
2012,CULDORF STREET,0
2012,CULLENS RUN,0
2012,CULVER AVENUE,0
2012,CULVER PARKWAY,0
2012,CULVER ROAD,3
2012,CULVERTON DRIVE,0
2012,CUMBERLAND AVENUE,0
2012,CUMBERLAND STREET,0
2012,CUMBERLAND WAY,0
2012,CUMMING STREET,0
2012,CUMMINGS STREET,0
2012,CUNNINGHAM STREET,0
2012,CURLEW STREET,0
2012,CURTICE PARK,0
2012,CURTICE ROAD,0
2012,CURTIS AVENUE,0
2012,CURTIS ROAD,0
2012,CURTIS STREET,0
2012,CURTIS T,0
2012,CURTISDALE LANE,0
2012,CUSTER STREET,0
2012,CUTLER STREET,0
2012,CUTTER DRIVE,0
2012,CYNTHIA LANE,0
2012,CYPRESS STREET,0
2012,COPPER KETTLE ROAD,0
2012,DA MALLIE STREET,0
2012,DA VINCI DRIVE,0
2012,DAFFODIL TRAIL,0
2012,DAHLIA DRIVE,0
2012,DAILEY ROAD,1
2012,DAISY STREET,0
2012,DAKE AVENUE,0
2012,DAKE STREET,0
2012,DAKELAND ROAD,0
2012,DAKIN STREET,0
2012,DAKOTA STREET,0
2012,DALAKER DRIVE,0
2012,DALE ROAD,0
2012,DALE STREET,0
2012,DALEY BOULEVARD,0
2012,DALIA LANE,0
2012,DALKEITH ROAD,0
2012,DALLAS DRIVE,0
2012,DALSTON ROAD,0
2012,DALTON ROAD,0
2012,DAMSEN ROAD,0
2012,DANA STREET,0
2012,DANBURY CIRCLE NORTH,0
2012,DANBURY CIRCLE SOUTH,0
2012,DANBURY CIRCLE,0
2012,DANBY DRIVE,0
2012,DANFORTH CRESCENT,0
2012,DANFORTH STREET,0
2012,DANGELO DRIVE,0
2012,DANIEL DRIVE,0
2012,DARIEN STREET,0
2012,DARROW STREET,0
2012,DARTFORD ROAD,0
2012,DARTMOUTH STREET,1
2012,DARWIN STREET,0
2012,DASH STREET,0
2012,DAUNTON DRIVE,0
2012,DAUS ALLEY,0
2012,DAVE PADDOCK WAY,0
2012,DAVID AVENUE,0
2012,DAVID DRIVE,0
2012,DAVIES AVENUE,0
2012,DAVIS ROAD,0
2012,DAVIS STREET,1
2012,DAVY DRIVE,0
2012,DAWIN STREET,0
2012,DAWN VALLEY DRIVE,0
2012,DAWNHAVEN DRIVE,0
2012,DAWSON STREET,0
2012,DAY PLACE,0
2012,DAYLILLY LANE,0
2012,DAYLILY LANE,0
2012,DAYNE STREET,0
2012,DAYTON STREET,0
2012,DAYTONA AVENUE,0
2012,DE JONGE STREET,0
2012,DE MALLIE STREET,0
2012,DE NEVE STREET,0
2012,DE PAUL DRIVE,0
2012,DEAN ROAD,0
2012,DEAN SPRING DRIVE,0
2012,DEARCOP DRIVE,0
2012,DEBBIE LANE,0
2012,DEBBY LANE,0
2012,DEEP ROCK ROAD,0
2012,DEEPROCK ROAD,0
2012,DEER CREEK ROAD,0
2012,DEER PATH DRIVE,0
2012,DEERBORNE LANE,0
2012,DEERFIELD DRIVE,0
2012,DEERHURST LANE,0
2012,DEJONGE STREET,0
2012,DEL MONTE STREET,0
2012,DELAINA ROSE CIRCLE,0
2012,DELAMAINE DRIVE,0
2012,DELAMAINE STREET,0
2012,DELANCEY COURT,0
2012,DELAND ACRES DRIVE,0
2012,DELAND PARK A,0
2012,DELAND PARK B,0
2012,DELANEY DRIVE,0
2012,DELANO STREET,0
2012,DELAWARE STREET,0
2012,DELEMERE BOULEVARD,0
2012,DELEVAN STREET,0
2012,DELLWOOD CIRCLE,0
2012,DELLWOOD DRIVE,0
2012,DELLWOOD ROAD,0
2012,DELMAR ROAD,0
2012,DELMAR STREET,0
2012,DELRAY ROAD,0
2012,DELTA TERRACE,0
2012,DELWOOD DRIVE,0
2012,DEMETER DRIVE,0
2012,DEMING STREET,0
2012,DEMPSEY PLACE,0
2012,DENGLER STREET,0
2012,DENISE ROAD,0
2012,DENNING STREET,0
2012,DENONVILLE PLACE,0
2012,DENSMORE ROAD,0
2012,DENSMORE STREET,0
2012,DENVER STREET,0
2012,DEPARTURE ROAD,0
2012,DEPAUL DRIVE,0
2012,DEPEW STREET,0
2012,DEQUOIT AVENUE,0
2012,DERRICK DRIVE,0
2012,DESMOND ROAD,0
2012,DESMOND STREET,0
2012,DESPATCH DRIVE,0
2012,DESPATCH ROAD,0
2012,DESSIE HEIGHTS,0
2012,DEVILLE DRIVE,0
2012,DEVITT ROAD,0
2012,DEVON ROAD,0
2012,DEVONSHIRE CIRCLE,0
2012,DEVONSHIRE COURT,0
2012,DEVONWOOD LANE,0
2012,DEWBERRY DRIVE,0
2012,DEWEY AVENUE,10
2012,DEWEY MANOR DRIVE,0
2012,DEWEY STREET,0
2012,DEWITT ROAD,0
2012,DIAMOND PLACE,0
2012,DIANE PARK,0
2012,DIBBLES TRAIL,0
2012,DICKENSON ROAD,0
2012,DICKINSON ROAD,0
2012,DICKINSON STREET,0
2012,DICKINSON CROSSING,0
2012,DIEM STREET,0
2012,DIERDRE DRIVE,0
2012,DIKEMAN ROAD,0
2012,DIRINGER PLACE,0
2012,DISTRIBUTION LOOP,0
2012,DIVISION STREET,0
2012,DIX STREET,0
2012,DOBSON ROAD,0
2012,DOCUMENT DRIVE,0
2012,DODGE STREET,0
2012,DOERUN DRIVE,0
2012,DOEWOOD LANE,0
2012,DOGWOOD DRIVE,0
2012,DOLMAN DRIVE,0
2012,DOLORES DRIVE,0
2012,DONA LEA ROAD,0
2012,DONALD STREET,0
2012,DONCASTER DRIVE,0
2012,DONCASTER ROAD,0
2012,DONCASTER TR,0
2012,DONLON STREET,0
2012,DONNA MARIE CIRCLE,0
2012,DONNA ROAD,0
2012,DONOVAN STREET,0
2012,DORADO DRIVE,0
2012,DORAN STREET,0
2012,DORBETH ROAD,0
2012,DORCHESTER ROAD,0
2012,DORIAN LANE,0
2012,DORINGTON ROAD,0
2012,DORIS ROAD,0
2012,DORKING ROAD,0
2012,DOROTHY AVENUE,0
2012,DORSET STREET,0
2012,DORSETWOOD DRIVE,0
2012,DORSEY ROAD,0
2012,DORSTONE ROAD,0
2012,DORT CAMERON DRIVE,0
2012,DORTMUND CIRCLE,0
2012,DOUGLAS FIR DRIVE,0
2012,DOUGLAS ROAD,0
2012,DOVE STREET,0
2012,DOVE TREE LANE,0
2012,DOVEHILL CIRCLE,0
2012,DOVER PARK,0
2012,DOVETAIL LANE,0
2012,DOWLING PLACE,0
2012,DOWNS MEADOW COURT,0
2012,DOWNSVIEW DRIVE,0
2012,DRIVE SAMUEL MCCREE WAY,0
2012,DRIVE SAMUEL MCREE,0
2012,DRIVE SAMUEL MCREE WAY,0
2012,DRIVE SAMULE MCREE WAY,0
2012,DRAFFIN ROAD,0
2012,DRAKE DRIVE,0
2012,DRAKE ROAD,1
2012,DRAPER STREET,0
2012,DRESSER ROAD,0
2012,DREXEL DRIVE,0
2012,DREXHALL LANE,0
2012,DREXMORE ROAD,0
2012,DRIVEWAY,0
2012,DRIVEWAY ENTRANCE,0
2012,DRIVING PARK AVENUE,1
2012,DRIVING PARK BOULEVARD,0
2012,DRIVING PARK BRG,0
